osmid,longitude,lattitude,label,city,district,street,postalCode
1124644825,84.9217589,25.5508729,"Rajkiya Madhya Vidyalaya, SH-78, Gonawan, Naubatpur 801103, India",Naubatpur,Gonawan,SH-78,801103
1124645983,84.8677176,25.5582421,"SH-2, Bihta 801103, India",Bihta,Bihta,SH-2,801103
1124681255,84.8088132,25.4338063,"Aditya Classes, Donrapur, Bikram 801104, India",Bikram,Donrapur,,801104
1124681655,84.862587,25.4464426,"SH-2, Bikram 801104, India",Bikram,Bikram,SH-2,801104
1124681664,84.8619798,25.5447111,"SH-2, Bihta 801103, India",Bihta,Bihta,SH-2,801103
1124681734,84.8626885,25.4465661,"Union Bank of India-Bikram, NH-139, Bikram 801104, India",Bikram,Bikram,NH-139,801104
1124681868,84.8629303,25.4466628,"Minakshi Saree Collection, Bikram 801104, India",Bikram,Bikram,,801104
1124681871,84.8080978,25.4334089,"Aditya Classes, Donrapur, Bikram 801104, India",Bikram,Donrapur,,801104
1124681990,84.8081849,25.4340474,"Aditya Classes, Donrapur, Bikram 801104, India",Bikram,Donrapur,,801104
1124682142,84.8606017,25.5335549,"SH-2, Amahra, Bihta 801103, India",Bihta,Amahra,SH-2,801103
1124682403,84.8625505,25.4466053,"SH-2, Bikram 801104, India",Bikram,Bikram,SH-2,801104
1124682623,84.8175969,25.4640872,"Punjab National Bank-Patoot, Patut, Bikram 801112, India",Bikram,Patut,,801112
1124687936,84.7795359,25.3863416,"Shiv Mandir, SH-69, Saraiya, Dulhin Bazar 801104, India",Dulhin Bazar,Saraiya,SH-69,801104
1124863955,84.9146458,25.5093931,"Patna, Bihar, India",Patna,,,
1124865902,84.8648388,25.5173327,"SH-2, Hiramanpur, Bihta 801104, India",Bihta,Hiramanpur,SH-2,801104
1124865918,84.9090369,25.5035938,"Patna, Bihar, India",Patna,,,
1124866611,84.8581267,25.3815988,"SH-2, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,SH-2,801102
1124867416,84.7317431,25.3197299,"Jai Mata di Ankit Uttam Hardware & Electrical, NH-98, Arwal 801110, India",Arwal,,NH-98,801110
1124876730,84.78069,25.379006,"Laxmi Traders, SH-69, Paliganj 801104, India",Paliganj,,SH-69,801104
1124876876,84.8156158,25.3809173,"Post Office-Sadaweh, Sadawe, Dulhin Bazar 801102, India",Dulhin Bazar,Sadawe,,801102
1125260462,84.9396322,25.3956928,"Post Office-Pitwash, Tiskhura, Masaurhi 804452, India",Masaurhi,Tiskhura,,804452
1125260578,84.8173918,25.3384806,"SH-2, Dharhara, Paliganj 801110, India",Paliganj,Dharhara,SH-2,801110
1125260903,84.9111276,25.3465469,"Ular Masaurhi Road, Jamui, Dulhin Bazar 801102, India",Dulhin Bazar,Jamui,Ular Masaurhi Road,801102
1125261122,84.9395967,25.3934882,"Post Office-Pitwash, Tiskhura, Masaurhi 804452, India",Masaurhi,Tiskhura,,804452
1125261394,84.8672952,25.2946675,"Aditya Auto Parts, SH-69, Janpur, Paliganj 801110, India",Paliganj,Janpur,SH-69,801110
1125262572,84.9594291,25.4793011,"Post Office-Amrpura, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
1125262575,84.9736941,25.3863395,"Vikaram Vitha Road, Shahabad, Masaurhi 804452, India",Masaurhi,Shahabad,Vikaram Vitha Road,804452
1125262578,84.9349383,25.4091079,"Patna, Bihar, India",Patna,,,
1777565743,84.8015667,25.3294566,"Kesari Ghee Bhandar, Paliganj 801110, India",Paliganj,Paliganj,,801110
1777565744,84.8001666,25.3298726,"Gupta Kirana, Paliganj 801110, India",Paliganj,Paliganj,,801110
1777565746,84.7999326,25.3306487,"SH-2, Paliganj 801110, India",Paliganj,Paliganj,SH-2,801110
2081745398,85.1496142,25.3647141,"SH-1, Dumra, Dhanarua 804451, India",Dhanarua,Dumra,SH-1,804451
2081745446,85.1738689,25.4473328,"SH-1, Lakhna, Punpun 804451, India",Punpun,Lakhna,SH-1,804451
2467636138,85.0465467,25.3350692,"Iyyanar Mandir Tarpura, NH-22, Tarpura, Masaurhi 804454, India",Masaurhi,Tarpura,NH-22,804454
2467636150,85.0426244,25.3412173,"SH-1, Masaurhi 804452, India",Masaurhi,,SH-1,804452
2467636166,85.0363632,25.3507697,"Pappu Diesel, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
2467636172,85.0354069,25.3512654,"Shilab Khaja Bhandar, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
2467636175,85.0267425,25.3529229,"Ular Masaurhi Road, Masaurhi 804452, India",Masaurhi,Masaurhi,Ular Masaurhi Road,804452
2467636199,85.0407248,25.3610518,"Raj Kirana, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
2467636206,85.0436607,25.3656616,"K K Enterprises, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
2467636222,85.0495526,25.3742526,"Vishwakarama Mandir, NH-22, Sarwan, Masaurhi 804452, India",Masaurhi,Sarwan,NH-22,804452
2467636250,85.0700129,25.4020235,"Rajkiyakrit Uchatar Madhyamik Vidyalaya, NH-83, Nadwan, Dhanarua 804453, India",Dhanarua,Nadwan,NH-83,804453
2467636308,85.0999045,25.4870009,"Allauddin Chak Bus Stop, NH-22, Punpun 804453, India",Punpun,Punpun,NH-22,804453
3208949674,85.1457318,25.319764,"Government Middle School Sadikpur Maner Bhergawab, Bahrampur, Dhanarua 804451, India",Dhanarua,Bahrampur,,804451
3208955036,85.1462218,25.3210881,"Walipur Bus Stop, Walipur, Dhanarua 804451, India",Dhanarua,Walipur,,804451
3514609687,84.9325401,25.2727655,"Post office-Garihara, Jehanabad 804408, India",Jehanabad,,,804408
3514609708,84.9325305,25.2773582,"Primary School Atapur Gonpura, Jehanabad 804408, India",Jehanabad,,,804408
3514700617,84.9329287,25.3003065,"Hanuman Mandir Bhagwanganj, Bhagwanganj, Masaurhi 804454, India",Masaurhi,Bhagwanganj,,804454
3514700636,84.9365554,25.3098076,"Old Shiv Mandir Patna, Khanpura, Masaurhi 804454, India",Masaurhi,Khanpura,,804454
3514700695,84.9330193,25.3476269,"Ular Masaurhi Road, Dulhin Bazar 801110, India",Dulhin Bazar,,Ular Masaurhi Road,801110
3514700719,84.9334477,25.3647467,"Kazi Chak Bus Stop, Dulhin Bazar 804452, India",Dulhin Bazar,,,804452
3514700723,84.9399601,25.3631956,"Primary School, Dulhin Bazar 804452, India",Dulhin Bazar,,,804452
3514700817,84.8584883,25.382233,"SH-2, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,SH-2,801102
3514700818,84.8581083,25.3815669,"SH-2, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,SH-2,801102
3514700819,84.8575513,25.3792789,"Shri Kashmiri Engineering Workshop, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,,801102
3514700820,84.8580072,25.3811796,"Rohit Kirana Store, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,,801102
3514700842,84.8757304,25.3761467,"Post Office-Sorampur, Sorampur, Dulhin Bazar 801102, India",Dulhin Bazar,Sorampur,,801102
3514700856,84.8749267,25.3907563,"Post Office-Ainkhan, Kasim Chak, Dulhin Bazar 801102, India",Dulhin Bazar,Kasim Chak,,801102
3514700862,84.863522,25.388549,"SH-2, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,SH-2,801102
3514721940,84.8568012,25.3930282,"Bandhan Bank-Nabi Nagar, Belhauri, Dulhin Bazar 801102, India",Dulhin Bazar,Belhauri,,801102
3514721942,84.8600239,25.3928869,"SH-2, Belhauri, Dulhin Bazar 801102, India",Dulhin Bazar,Belhauri,SH-2,801102
3514721943,84.8564495,25.3902979,"Bandhan Bank-Nabi Nagar, Belhauri, Dulhin Bazar 801102, India",Dulhin Bazar,Belhauri,,801102
3514721946,84.8600323,25.388403,"SH-2, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,SH-2,801102
3514721947,84.8507917,25.3877561,"Bandhan Bank-Nabi Nagar, Belhauri, Dulhin Bazar 801102, India",Dulhin Bazar,Belhauri,,801102
3514721950,84.8495578,25.3840631,"Jyogi Cycle Dukan, Dulhin Bazar 801102, India",Dulhin Bazar,Dulhin Bazar,,801102
3514722258,84.8398989,25.3610949,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722271,84.8562103,25.350203,"Ular Masaurhi Road, Paliganj 801102, India",Paliganj,,Ular Masaurhi Road,801102
3514722291,84.8442696,25.3593813,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722293,84.8428391,25.3566492,"Abhishek Pan Palace, Alipur, Dulhin Bazar 801102, India",Dulhin Bazar,Alipur,,801102
3514722295,84.8446659,25.3557364,"Abhishek Pan Palace, Alipur, Dulhin Bazar 801102, India",Dulhin Bazar,Alipur,,801102
3514722298,84.844058,25.3588575,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722302,84.8473707,25.35852,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722303,84.8469098,25.3586191,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722310,84.8486677,25.3596956,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722311,84.8467301,25.3595991,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514722314,84.8472165,25.3590381,"SH-2, Bhadsara, Dulhin Bazar 801102, India",Dulhin Bazar,Bhadsara,SH-2,801102
3514801337,84.7997545,25.3279589,"Kisan Enterprises, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801340,84.8015988,25.3276422,"Manpasand Shringar, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514801341,84.7947984,25.3285652,"SH-2, Paliganj 801110, India",Paliganj,Paliganj,SH-2,801110
3514801345,84.7997568,25.3278981,"Muskan General Store Evam Stationery, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801359,84.8006012,25.3265842,"Dolly Mahila Silai Centre, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801361,84.8016537,25.3258555,"Shri Mahalakshmi Jewellers, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801373,84.8107054,25.3225183,"Laxmi Traders, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514801374,84.8051038,25.3249143,"Bishnu Chart Corner, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801375,84.8052975,25.3254875,"Sudeep Seva Sadan, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801388,84.8015105,25.3273378,"Rahul Selection, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514801396,84.8005517,25.3250087,"Shri Bajrang Handloom Store, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801433,84.7803724,25.3041378,"Paliganj, Bihar, India",Paliganj,,,801110
3514801434,84.8001163,25.324589,"Shri Bajrang Handloom Store, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801441,84.7988791,25.3223711,"Shri Bajrang Handloom Store, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801444,84.7991429,25.3247275,"Shri Bajrang Handloom Store, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801473,84.8191554,25.3148304,"Bright Career English School, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514801474,84.8207558,25.3187122,"Bright Career English School, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514801534,84.7925656,25.3311467,"SH-2, Paliganj 801110, India",Paliganj,Paliganj,SH-2,801110
3514801542,84.7974067,25.3296135,"SH-2, Paliganj 801110, India",Paliganj,Paliganj,SH-2,801110
3514801563,84.8022208,25.3316217,"Russia Pan Dukan, Paliganj 801110, India",Paliganj,Paliganj,,801110
3514801566,84.8027886,25.3318756,"SH-2, Paliganj 801110, India",Paliganj,Paliganj,SH-2,801110
3514801574,84.8118202,25.3307984,"SH-2, Dharhara, Paliganj 801110, India",Paliganj,Dharhara,SH-2,801110
3514801613,84.8593803,25.3472888,"Post Office-Bharatpura, Paliganj 801102, India",Paliganj,,,801102
3514801616,84.8606931,25.3476676,"Post Office-Bharatpura, Paliganj 801102, India",Paliganj,,,801102
3514801648,84.8505888,25.3061676,"Gyan Ganga Coaching Centre, SH-69, Lalganj Sehra, Paliganj 801110, India",Paliganj,Lalganj Sehra,SH-69,801110
3514815431,84.7970732,25.3361604,"R D A V Public School, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514815438,84.8019968,25.3398811,"Raju Automobiles, SH-69, Paliganj 801110, India",Paliganj,Paliganj,SH-69,801110
3514815466,84.8173492,25.3383926,"SH-2, Dharhara, Paliganj 801110, India",Paliganj,Dharhara,SH-2,801110
3514815478,84.8137123,25.336101,"SH-2, Dharhara, Paliganj 801110, India",Paliganj,Dharhara,SH-2,801110
3514815479,84.8226205,25.3401989,"Ular Masaurhi Road, Bali Pakar, Paliganj 801110, India",Paliganj,Bali Pakar,Ular Masaurhi Road,801110
3514815480,84.8224955,25.3396689,"Ular Masaurhi Road, Bali Pakar, Paliganj 801110, India",Paliganj,Bali Pakar,Ular Masaurhi Road,801110
3514815483,84.8238955,25.3395768,"Ular Masaurhi Road, Bali Pakar, Paliganj 801110, India",Paliganj,Bali Pakar,Ular Masaurhi Road,801110
3514815489,84.8248785,25.3401763,"Ular Masaurhi Road, Bali Pakar, Paliganj 801110, India",Paliganj,Bali Pakar,Ular Masaurhi Road,801110
3514836922,84.9347978,25.450546,"Post Office-Sahar Rampur, Naubatpur 801113, India",Naubatpur,,,801113
3514836948,84.9079477,25.4189896,"Post Office-Karanja, Karanja, Naubatpur 801104, India",Naubatpur,Karanja,,801104
3514836972,84.9089813,25.3995766,"Patna, Bihar, India",Patna,,,
3514837005,84.9108463,25.2958396,"Shiv Temple, Paliganj 804454, India",Paliganj,,,804454
3528135009,84.8029305,25.3707792,"Patna, Bihar, India",Patna,,,
3528135011,84.7750909,25.3850721,"Shiv Mandir, SH-69, Saraiya, Dulhin Bazar 801104, India",Dulhin Bazar,Saraiya,SH-69,801104
3528176428,84.8610721,25.4507342,"SH-2, Bikram 801104, India",Bikram,Bikram,SH-2,801104
3528176475,84.8642106,25.451423,"Kumar Restaurant & Bar, Bikram 801104, India",Bikram,Bikram,,801104
3528176481,84.8709646,25.4499197,"Kumar Line Dhaba, NH-98, Gorakhri, Bikram 801104, India",Bikram,Gorakhri,NH-98,801104
3528177401,84.8684531,25.4481432,"Balaji Enterprises, NH-98, Bikram 801104, India",Bikram,Bikram,NH-98,801104
3528177420,84.866377,25.4460464,"Adrash Mediclinic, NH-98, Bikram 801104, India",Bikram,Bikram,NH-98,801104
3528177505,84.7935858,25.4186397,"Post Office-Saidabad, Dulhin Bazar 801104, India",Dulhin Bazar,,,801104
3528177507,84.7965594,25.4166331,"Tunna Readymade, NH-98, Dulhin Bazar 801104, India",Dulhin Bazar,,NH-98,801104
3528177516,84.8076142,25.4126664,"Patna, Bihar, India",Patna,,,
3528177526,84.7858274,25.4041988,"Prathmic Vidyalaya, NH-98, Kab, Dulhin Bazar 801104, India",Dulhin Bazar,Kab,NH-98,801104
3528177536,84.7876563,25.4115304,"Hello Friends Mobile Repairing, NH-98, Dulhin Bazar 801104, India",Dulhin Bazar,,NH-98,801104
3528177539,84.7909739,25.4204105,"Post Office-Saidabad, Dulhin Bazar 801104, India",Dulhin Bazar,,,801104
3528177546,84.7955424,25.4205229,"Post Office-Saidabad, Dulhin Bazar 801104, India",Dulhin Bazar,,,801104
3528177547,84.7909336,25.4203615,"Post Office-Saidabad, Dulhin Bazar 801104, India",Dulhin Bazar,,,801104
3528201625,84.8812929,25.4636653,"Post Office-Gorakhari, Gorakhri, Bikram 801104, India",Bikram,Gorakhri,,801104
4140524414,85.1358049,25.4255508,"Primary School, Sonmai, Dhanarua 804453, India",Dhanarua,Sonmai,,804453
4140524425,85.1273106,25.4342262,"Prathmik Girls School, Dhanarua 804453, India",Dhanarua,,,804453
4140524445,85.1421327,25.4559071,"Shri Murugan Mandir Lakhna, Lakhna, Punpun 804453, India",Punpun,Lakhna,,804453
4140524467,85.1227025,25.4227831,"Sisauna Bus Stop, Sisauna, Dhanarua 804453, India",Dhanarua,Sisauna,,804453
4140524472,85.1216855,25.4186381,"Sisauna Bus Stop, Sisauna, Dhanarua 804453, India",Dhanarua,Sisauna,,804453
4140524473,85.1172848,25.4196084,"Upgraded Middle School, Sisauna, Dhanarua 804453, India",Dhanarua,Sisauna,,804453
4140524734,85.0049551,25.4599415,"Patna, Bihar, India",Patna,,,
4140540419,85.0952444,25.473514,"Railway Station-Dumari, NH-22, Dumri, Punpun 804453, India",Punpun,Dumri,NH-22,804453
4409613683,84.8647655,25.5503581,"SH-2, Bihta 801103, India",Bihta,Bihta,SH-2,801103
4409613684,84.8665496,25.5552617,"SH-2, Bihta 801103, India",Bihta,Bihta,SH-2,801103
4409614468,84.8646766,25.5178648,"SH-2, Hiramanpur, Bihta 801104, India",Bihta,Hiramanpur,SH-2,801104
4409642277,84.8951908,25.4890911,"State Bank of India-Arap, Arap, Bikram 801104, India",Bikram,Arap,,801104
4409642288,84.8652581,25.4942699,"SH-2, Moriawan, Bikram 801104, India",Bikram,Moriawan,SH-2,801104
4409643089,84.8649982,25.4930591,"SH-2, Moriawan, Bikram 801104, India",Bikram,Moriawan,SH-2,801104
4409643189,84.8259667,25.4822542,"Patna, Bihar, India",Patna,,,
4409643202,84.8366511,25.4766413,"Patna, Bihar, India",Patna,,,
4409643210,84.8387329,25.4604379,"Patna, Bihar, India",Patna,,,
4542080937,84.7765473,25.3877085,"Atirikt Prathmic Swastya Kendra, NH-98, Kab, Dulhin Bazar 801104, India",Dulhin Bazar,Kab,NH-98,801104
4542080939,84.7761182,25.3879169,"Atirikt Prathmic Swastya Kendra, NH-98, Kab, Dulhin Bazar 801104, India",Dulhin Bazar,Kab,NH-98,801104
5444149780,84.9844166,25.4295745,"Masaurhi, Bihar, India",Masaurhi,,,804452
5444149849,85.0036978,25.4306541,"Masaurhi, Bihar, India",Masaurhi,,,804452
5444149850,84.9973737,25.4298343,"Masaurhi, Bihar, India",Masaurhi,,,804452
5444149890,85.0071764,25.4372718,"Masaurhi, Bihar, India",Masaurhi,,,804452
5444190139,85.0283288,25.4768186,"Purainian Bus Stop, SH-78, Newa, Punpun 804453, India",Punpun,Newa,SH-78,804453
5444190331,84.9821976,25.4933173,"Devi Mandir, Taret, Naubatpur 801109, India",Naubatpur,Taret,,801109
5444190396,84.9814864,25.4844414,"Chesi, Chesi, Naubatpur 801109, India",Naubatpur,Chesi,,801109
6116859476,84.8431935,25.3560743,"Abhishek Pan Palace, Alipur, Dulhin Bazar 801102, India",Dulhin Bazar,Alipur,,801102
6170430255,85.048956,25.3482196,"SH-1, Masaurhi 804452, India",Masaurhi,,SH-1,804452
6185380454,85.0371623,25.3517197,"Aman Mobile Shop, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380458,85.0406492,25.3579684,"Ayush Feeds & Chicken Centre, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
6185380461,85.0386965,25.3547011,"Pratiya Coaching Centre, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380466,85.0381785,25.3517116,"Sima Fancy Furniture House, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380476,85.0377626,25.3506439,"Student Study Centre, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380477,85.03969,25.35167,"Taj Button Store, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380653,85.0253155,25.3546803,"ST Mary School Road, Masaurhi 804452, India",Masaurhi,Masaurhi,ST Mary School Road,804452
6185380667,85.0359002,25.3521688,"Vegetable Market, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380668,85.0340637,25.3517953,"Family Restaurant, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380674,85.0291049,25.3500182,"Urdu Upgraded Middle School, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185380677,85.0268073,25.3529284,"Ular Masaurhi Road, Masaurhi 804452, India",Masaurhi,Masaurhi,Ular Masaurhi Road,804452
6185380682,85.0421727,25.3503575,"Computer Zone, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185381457,85.0415077,25.3503942,"Computer Zone, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185381458,85.04137,25.34996,"Computer Zone, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185381563,85.0411212,25.3489662,"Guljar Tailors, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382336,85.030379,25.3514671,"Cg Market, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382337,85.0309966,25.3493972,"Ramjee Prasad Gst Online, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382338,85.0296216,25.3498411,"Sanskriti Madh Vidyalaya, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382339,85.031034,25.3529218,"Axis Bank, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382340,85.030666,25.3520833,"RPS Public School, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382342,85.0315136,25.3511332,"Prakash Market, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382343,85.0335284,25.350617,"Shani Dev Mandir, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382344,85.0327796,25.3507987,"Shani Dev Mandir, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382346,85.0321137,25.3490636,"Parathamik Sawasth Kender Masaurhi, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6185382809,85.0465232,25.4417342,"Idbi Bank, Jaunpuri, Punpun 804453, India",Punpun,Jaunpuri,,804453
6185382853,85.0816977,25.4406539,"Ayush Mobile Shop, NH-83, Masaurhi 804453, India",Masaurhi,,NH-83,804453
6185382854,85.0826173,25.4402697,"Punjab National Bank, Masaurhi 804453, India",Masaurhi,,,804453
6185389470,85.040617,25.3364918,"Anand Vihar Family Restaurant, NH-83, Tarpura, Masaurhi 804452, India",Masaurhi,Tarpura,NH-83,804452
6185389478,85.043585,25.3397459,"Anand Vihar Family Restaurant, NH-83, Tarpura, Masaurhi 804452, India",Masaurhi,Tarpura,NH-83,804452
6276369772,84.9533138,25.4680038,"Bank of India-Nisarpura, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373491,84.9522625,25.4744157,"Bank of India-Nisarpura, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373496,84.9588315,25.4720485,"Bank of India-Nisarpura, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373510,84.9690129,25.4777998,"Rakesh, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373535,85.0062687,25.4643677,"Patna, Bihar, India",Patna,,,
6276373564,84.9846236,25.4680997,"Patna, Bihar, India",Patna,,,
6276373565,85.0089168,25.4691403,"Patna, Bihar, India",Patna,,,
6276373581,84.999032,25.4666162,"Patna, Bihar, India",Patna,,,
6276373657,84.9634042,25.4790335,"Rakesh, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373674,84.9526296,25.4746486,"Bank of India-Nisarpura, Nisarpura, Naubatpur 801109, India",Naubatpur,Nisarpura,,801109
6276373701,84.9817371,25.462296,"Patna, Bihar, India",Patna,,,
6276373739,84.9690396,25.4431438,"Post Office-Bela Tarari, Bela, Naubatpur 801109, India",Naubatpur,Bela,,801109
6276384317,84.9520504,25.4240274,"Patna, Bihar, India",Patna,,,
6276384358,84.9351761,25.421927,"Adampur Piprawan, Adampur Piprawan, Naubatpur 801113, India",Naubatpur,Adampur Piprawan,,801113
6371765892,85.0337183,25.3704648,"Dahibhatta Bus Stop, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6371774001,84.8618801,25.4481347,"SH-2, Bikram 801104, India",Bikram,Bikram,SH-2,801104
6371774006,84.8642352,25.4469693,"Pappu Kirana, NH-98, Bikram 801104, India",Bikram,Bikram,NH-98,801104
6371981510,85.135504,25.4587683,"Rasulpur Bus Stop, Rasulpur, Punpun 804453, India",Punpun,Rasulpur,,804453
6485797192,85.0530686,25.4082617,"Upgraded Middle School, Masaurhi 804453, India",Masaurhi,,,804453
6485797195,85.0672972,25.3979939,"Punjab National Bank, NH-83, Nadwan, Dhanarua 804453, India",Dhanarua,Nadwan,NH-83,804453
6485797201,85.0666377,25.3982595,"Punjab National Bank, NH-83, Nadwan, Dhanarua 804453, India",Dhanarua,Nadwan,NH-83,804453
6485797203,85.0654371,25.3963147,"Mahi Auto Service Centre, NH-22, Nadwan, Dhanarua 804453, India",Dhanarua,Nadwan,NH-22,804453
6485797205,85.0624927,25.3910258,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485797218,85.0572174,25.3916254,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485797228,85.0549532,25.3874598,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485797229,85.056423,25.3889754,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485797234,85.0581089,25.3891292,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485797242,85.0603309,25.3879117,"Bhalua Bus Stop, NH-22, Dhanarua 804453, India",Dhanarua,,NH-22,804453
6485831521,85.0442971,25.3782374,"Shiv Mandir, Sarwan, Masaurhi 804452, India",Masaurhi,Sarwan,,804452
6485831535,85.0332574,25.3540164,"Excellent Classes, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485831538,85.030205,25.3555793,"ST Mary School Road, Masaurhi 804452, India",Masaurhi,Masaurhi,ST Mary School Road,804452
6485831546,85.0365595,25.3604264,"Braham Asthan Mandir, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485831576,85.0388098,25.3573125,"New Patel Electronics, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
6485831579,85.0370855,25.3543127,"Ma Durga Mobile Shop, NH-83, Masaurhi 804452, India",Masaurhi,Masaurhi,NH-83,804452
6485831580,85.0349033,25.353088,"Subhash Pharma, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485831583,85.0355949,25.3549945,"S K Travels, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485842489,85.0368386,25.3580244,"Devi Sthan, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485842490,85.0323352,25.3544643,"Srimati Girija Kuwanr High School, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485842492,85.0315485,25.3527449,"Lic, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485842493,85.0276744,25.3481184,"Purani Bazaar, Masaurhi 804452, India",Masaurhi,Masaurhi,,804452
6485842529,85.0287441,25.3303108,"Primary School Chande Dih Hasapura, Chhotki Masaurhi, Masaurhi 804454, India",Masaurhi,Chhotki Masaurhi,,804454
6485842824,85.0292012,25.3143422,"Sugam Flyash Brick, Patna Gaya Road, Tineri, Masaurhi 804454, India",Masaurhi,Tineri,Patna Gaya Road,804454
